===== Patch 5 =====
2018-07-06,0.1474,0.1505,0.1402,0.1438
2018-07-07,0.1437,0.148,0.142,0.1465
2018-07-08,0.1466,0.149,0.144,0.1479
2018-07-09,0.148,0.152,0.146,0.1503
2018-07-10,0.1504,0.155,0.149,0.1537
2018-07-11,0.1538,0.158,0.152,0.1562
2018-07-12,0.1563,0.160,0.154,0.1585
2018-07-13,0.1586,0.162,0.157,0.1609
2018-07-14,0.161,0.165,0.159,0.1632
2018-07-15,0.1633,0.168,0.162,0.1665
2018-07-16,0.1666,0.170,0.165,0.1689
2018-07-17,0.169,0.173,0.167,0.1712
2018-07-18,0.1713,0.175,0.170,0.1736
2018-07-19,0.1737,0.178,0.172,0.1760
2018-07-20,0.1761,0.180,0.175,0.1783
2018-07-21,0.1784,0.182,0.177,0.1807

===== Patch 6 =====
2018-07-22,0.1808,0.185,0.179,0.1830
2018-07-23,0.1831,0.188,0.182,0.1854
2018-07-24,0.1855,0.190,0.184,0.1877
2018-07-25,0.1878,0.192,0.186,0.1901
2018-07-26,0.1902,0.195,0.189,0.1924
2018-07-27,0.1925,0.197,0.191,0.1948
2018-07-28,0.1949,0.199,0.193,0.1971
2018-07-29,0.1972,0.202,0.196,0.1995
2018-07-30,0.1996,0.204,0.198,0.2018
2018-07-31,0.2019,0.206,0.200,0.2042
2018-08-01,0.2043,0.209,0.203,0.2065
2018-08-02,0.2066,0.211,0.205,0.2089
2018-08-03,0.2090,0.213,0.207,0.2112
2018-08-04,0.2113,0.216,0.210,0.2136
2018-08-05,0.2137,0.218,0.212,0.2159
2018-08-06,0.2160,0.221,0.215,0.2183
