===== Patch 5 =====
2018-07-06,0.1474,0.1505,0.1402,0.1438
2018-07-07,0.1437,0.1489,0.1421,0.1472
2018-07-08,0.1473,0.152,0.145,0.1501
2018-07-09,0.1502,0.155,0.148,0.153
2018-07-10,0.1531,0.157,0.1505,0.1555
2018-07-11,0.1556,0.160,0.154,0.158
2018-07-12,0.1581,0.162,0.156,0.160
2018-07-13,0.1601,0.165,0.158,0.163
2018-07-14,0.1632,0.168,0.161,0.166
2018-07-15,0.1661,0.170,0.164,0.168
2018-07-16,0.1682,0.172,0.166,0.170
2018-07-17,0.1701,0.175,0.168,0.173
2018-07-18,0.1732,0.178,0.171,0.176
2018-07-19,0.1761,0.180,0.174,0.178
2018-07-20,0.1782,0.182,0.176,0.180
2018-07-21,0.1801,0.185,0.178,0.183
