===== Patch 5 =====
2018-07-06,0.1474,0.1505,0.1402,0.1438
2018-07-07,0.1439,0.1487,0.1421,0.1463
2018-07-08,0.1462,0.1499,0.144,0.1475
2018-07-09,0.1476,0.152,0.146,0.1501
2018-07-10,0.1502,0.1535,0.148,0.1517
2018-07-11,0.1518,0.155,0.1505,0.1532
2018-07-12,0.1533,0.157,0.152,0.1558
2018-07-13,0.1557,0.160,0.154,0.1585
2018-07-14,0.1586,0.162,0.157,0.1609
2018-07-15,0.161,0.165,0.159,0.163.2
2018-07-16,0.1631,0.167,0.161,0.165.5
2018-07-17,0.1654,0.169,0.163,0.167.8
2018-07-18,0.1677,0.171,0.165,0.170.1
2018-07-19,0.170,0.174,0.168,0.172.4
2018-07-20,0.1723,0.176,0.170,0.174.7
2018-07-21,0.1746,0.178,0.172,0.177.0

===== Patch 6 =====
2018-07-22,0.1771,0.181,0.175,0.179.3
2018-07-23,0.1792,0.183,0.177,0.181.6
2018-07-24,0.1815,0.185,0.179,0.183.9
2018-07-25,0.1838,0.187,0.181,0.186.2
2018-07-26,0.1861,0.190,0.184,0.188.5
2018-07-27,0.1884,0.192,0.186,0.190.8
2018-07-28,0.1907,0.194,0.188,0.193.1
2018-07-29,0.1930,0.197,0.191,0.195.4
2018-07-30,0.1953,0.199,0.193,0.197.7
2018-07-31,0.1976,0.201,0.195,0.200.0
2018-08-01,0.1999,0.203,0.197,0.202.3
2018-08-02,0.2022,0.206,0.200,0.204.6
2018-08-03,0.2045,0.208,0.202,0.206.9
2018-08-04,0.2068,0.210,0.204,0.209.2
2018-08-05,0.2091,0.213,0.207,0.211.5
2018-08-06,0.2114,0.215,0.209,0.213.8

===== Patch 7 =====
2018-08-07,0.2137,0.217,0.211,0.216.1
2018-08-08,0.2160,0.220,0.214,0.218.4
2018-08-09,0.2183,0.222,0.216,0.220.7
2018-08-10,0.2206,0.224,0.218,0.223.0
2018-08-11,0.2229,0.226,0.220,0.225.3
2018-08-12,0.2252,0.229,0.223,0.227.6
2018-08-13,0.2275,0.231,0.225,0.229.9
2018-08-14,0.2298,0.233,0.227,0.232.2
2018-08-15,0.2321,0.236,0.230,0.234.5
2018-08-16,0.2344,0.238,0.232,0.236.8
2018-08-17,0.2367,0.240,0.234,0.239.1
2018-08-18,0.2390,0.243,0.237,0.241.4
2018-08-19,0.2413,0.245,0.239,0.243.7
2018-08-20,0.2436,0.247,0.241,0.246.0
2018-08-21,0.2459,0.249,0.243,0.248.3
2018-08-22,0.2482,0.252,0.246,0.250.6
