2016-07-02 00:00:00,4.500000,2.800000,2.100000,1.100000,2.400000,1.450000,19.500000  
2016-07-02 01:00:00,4.600000,2.850000,2.150000,1.120000,2.450000,1.470000,19.600000  
2016-07-02 02:00:00,4.700000,2.900000,2.200000,1.140000,2.500000,1.490000,19.700000  
2016-07-02 03:00:00,4.800000,2.950000,2.250000,1.160000,2.550000,1.510000,19.800000  
2016-07-02 04:00:00,4.900000,3.000000,2.300000,1.180000,2.600000,1.530000,19.900000  
2016-07-02 05:00:00,5.000000,3.050000,2.350000,1.200000,2.650000,1.550000,20.000000  
2016-07-02 06:00:00,5.100000,3.100000,2.400000,1.220000,2.700000,1.570000,20.100000  
2016-07-02 07:00:00,5.200000,3.150000,2.450000,1.240000,2.750000,1.590000,20.200000  
2016-07-02 08:00:00,5.300000,3.200000,2.500000,1.260000,2.800000,1.610000,20.300000  
2016-07-02 09:00:00,5.400000,3.250000,2.550000,1.280000,2.850000,1.630000,20.400000  
2016-07-02 10:00:00,5.500000,3.300000,2.600000,1.300000,2.900000,1.650000,20.500000  
2016-07-02 11:00:00,5.600000,3.350000,2.650000,1.320000,2.950000,1.670000,20.600000  
2016-07-02 12:00:00,5.700000,3.400000,2.700000,1.340000,3.000000,1.690000,20.700000  
2016-07-02 13:00:00,5.800000,3.450000,2.750000,1.360000,3.050000,1.710000,20.800000  
2016-07-02 14:00:00,5.900000,3.500000,2.800000,1.380000,3.100000,1.730000,20.900000  
2016-07-02 15:00:00,6.000000,3.550000,2.850000,1.400000,3.150000,1.750000,21.000000  
2016-07-02 16:00:00,6.100000,3.600000,2.900000,1.420000,3.200000,1.770000,21.100000  
2016-07-02 17:00:00,6.200000,3.650000,2.950000,1.440000,3.250000,1.790000,21.200000  
2016-07-02 18:00:00,6.300000,3.700000,3.000000,1.460000,3.300000,1.810000,21.300000  
2016-07-02 19:00:00,6.400000,3.750000,3.050000,1.480000,3.350000,1.830000,21.400000  
2016-07-02 20:00:00,6.500000,3.800000,3.100000,1.500000,3.400000,1.850000,21.500000  
2016-07-02 21:00:00,6.600000,3.850000,3.150000,1.520000,3.450000,1.870000,21.600000  
2016-07-02 22:00:00,6.700000,3.900000,3.200000,1.540000,3.500000,1.890000,21.700000  
2016-07-02 23:00:00,6.800000,3.950000,3.250000,1.560000,3.550000,1.910000,21.800000  
