===== Patch 3 =====
2018-06-04,0.2266,0.2405,0.224,0.238
2018-06-05,0.238,0.245,0.230,0.234
2018-06-06,0.234,0.238,0.225,0.228
2018-06-07,0.228,0.232,0.220,0.223
2018-06-08,0.223,0.230,0.218,0.229
2018-06-09,0.229,0.235,0.225,0.233
2018-06-10,0.233,0.240,0.230,0.237
2018-06-11,0.237,0.245,0.235,0.243
2018-06-12,0.243,0.250,0.240,0.248
2018-06-13,0.248,0.255,0.245,0.252
2018-06-14,0.252,0.260,0.250,0.258
2018-06-15,0.258,0.265,0.255,0.262
2018-06-16,0.262,0.270,0.260,0.268
2018-06-17,0.268,0.275,0.265,0.273
2018-06-18,0.273,0.280,0.270,0.278
2018-06-19,0.278,0.285,0.275,0.283

===== Patch 4 =====
2018-06-20,0.283,0.290,0.280,0.288
2018-06-21,0.288,0.295,0.285,0.292
2018-06-22,0.292,0.300,0.290,0.298
2018-06-23,0.298,0.305,0.295,0.303
2018-06-24,0.303,0.310,0.300,0.308
2018-06-25,0.308,0.315,0.305,0.312
2018-06-26,0.312,0.320,0.310,0.318
2018-06-27,0.318,0.325,0.315,0.322
2018-06-28,0.322,0.330,0.320,0.328
2018-06-29,0.328,0.335,0.325,0.333
2018-06-30,0.333,0.340,0.330,0.338
2018-07-01,0.338,0.345,0.335,0.343
2018-07-02,0.343,0.350,0.340,0.348
2018-07-03,0.348,0.355,0.345,0.353
2018-07-04,0.353,0.360,0.350,0.358
2018-07-05,0.358,0.365,0.355,0.363

===== Patch 5 =====
2018-07-06,0.363,0.370,0.360,0.368
2018-07-07,0.368,0.375,0.365,0.373
2018-07-08,0.373,0.380,0.370,0.378
2018-07-09,0.378,0.385,0.375,0.383
2018-07-10,0.383,0.390,0.380,0.388
2018-07-11,0.388,0.395,0.385,0.393
2018-07-12,0.393,0.400,0.390,0.398
2018-07-13,0.398,0.405,0.395,0.403
2018-07-14,0.403,0.410,0.400,0.408
2018-07-15,0.408,0.415,0.405,0.413
2018-07-16,0.413,0.420,0.410,0.418
2018-07-17,0.418,0.425,0.415,0.423
2018-07-18,0.423,0.430,0.420,0.428
2018-07-19,0.428,0.435,0.425,0.433
2018-07-20,0.433,0.440,0.430,0.438
2018-07-21,0.438,0.445,0.435,0.443
